# energy_eV sigma_m2
1.43640000e+01 2.26619193e-21
1.43650000e+01 2.26829454e-21
1.43660000e+01 2.27039064e-21
1.43670000e+01 2.27248917e-21
1.43690000e+01 2.27663760e-21
1.43730000e+01 2.28497083e-21
1.43740000e+01 2.28706368e-21
1.43750000e+01 2.28915961e-21
1.43760000e+01 2.29125739e-21
1.43780000e+01 2.29546442e-21
1.43810000e+01 2.30178054e-21
1.43820000e+01 2.30388784e-21
1.43830000e+01 2.30597565e-21
1.43840000e+01 2.30806658e-21
1.43850000e+01 2.31015771e-21
1.43860000e+01 2.31224759e-21
1.43890000e+01 2.31851493e-21
1.43910000e+01 2.32270846e-21
1.43920000e+01 2.32480618e-21
1.43930000e+01 2.32690788e-21
1.43940000e+01 2.32901233e-21
1.43950000e+01 2.33111890e-21
1.44010000e+01 2.34383558e-21
1.44020000e+01 2.34596049e-21
1.44030000e+01 2.34807852e-21
1.44040000e+01 2.35019497e-21
1.44050000e+01 2.35228144e-21
1.44070000e+01 2.35646291e-21
1.44080000e+01 2.35855811e-21
1.44090000e+01 2.36065543e-21
1.44110000e+01 2.36484450e-21
1.44120000e+01 2.36694402e-21
1.44130000e+01 2.36904579e-21
1.44160000e+01 2.37537121e-21
1.44170000e+01 2.37746996e-21
1.44210000e+01 2.38584403e-21
1.44230000e+01 2.39005084e-21
1.44240000e+01 2.39214291e-21
1.44250000e+01 2.39423789e-21
1.44260000e+01 2.39633564e-21
1.44270000e+01 2.39843631e-21
1.44280000e+01 2.40054004e-21
1.44290000e+01 2.40264703e-21
1.44300000e+01 2.40475651e-21
1.44310000e+01 2.40686881e-21
1.44320000e+01 2.40897683e-21
1.44330000e+01 2.41108762e-21
1.44380000e+01 2.42169245e-21
1.44390000e+01 2.42382104e-21
1.44400000e+01 2.42594998e-21
1.44410000e+01 2.42808129e-21
1.44430000e+01 2.43231685e-21
1.44440000e+01 2.43442047e-21
1.44450000e+01 2.43651361e-21
1.44470000e+01 2.44070541e-21
1.44480000e+01 2.44280202e-21
1.44490000e+01 2.44490060e-21
1.44500000e+01 2.44700202e-21
1.44510000e+01 2.44909946e-21
1.44520000e+01 2.45119198e-21
1.44550000e+01 2.45748718e-21
1.44560000e+01 2.45959193e-21
1.44580000e+01 2.46379472e-21
1.44610000e+01 2.47006945e-21
1.44630000e+01 2.47426442e-21
1.44640000e+01 2.47636499e-21
1.44660000e+01 2.48055803e-21
1.44670000e+01 2.48264741e-21
1.44700000e+01 2.48890810e-21
1.44710000e+01 2.49099081e-21
1.44720000e+01 2.49307394e-21
1.44750000e+01 2.49933919e-21
1.44760000e+01 2.50142580e-21
1.44770000e+01 2.50351547e-21
1.44780000e+01 2.50560720e-21
1.44800000e+01 2.50979890e-21
1.44810000e+01 2.51189815e-21
1.44840000e+01 2.51821411e-21
1.44850000e+01 2.52032477e-21
1.44860000e+01 2.52243839e-21
1.44870000e+01 2.52454319e-21
1.44880000e+01 2.52664986e-21
1.44890000e+01 2.52875219e-21
1.44920000e+01 2.53507446e-21
1.44930000e+01 2.53718659e-21
1.44940000e+01 2.53929381e-21
1.44950000e+01 2.54140327e-21
1.44960000e+01 2.54351270e-21
1.44970000e+01 2.54562340e-21
1.45000000e+01 2.55194558e-21
1.45010000e+01 2.55405368e-21
1.45030000e+01 2.55827441e-21
1.45050000e+01 2.56248242e-21
1.45070000e+01 2.56669180e-21
1.45080000e+01 2.56880079e-21
1.45100000e+01 2.57301749e-21
1.45120000e+01 2.57722977e-21
1.45130000e+01 2.57934019e-21
1.45140000e+01 2.58145270e-21
1.45150000e+01 2.58355253e-21
1.45180000e+01 2.58986319e-21
1.45190000e+01 2.59197233e-21
1.45240000e+01 2.60248639e-21
1.45250000e+01 2.60459411e-21
1.45270000e+01 2.60880039e-21
1.45290000e+01 2.61301315e-21
1.45300000e+01 2.61512145e-21
1.45310000e+01 2.61722354e-21
1.45320000e+01 2.61932758e-21
1.45340000e+01 2.62352179e-21
1.45350000e+01 2.62562217e-21
1.45360000e+01 2.62772455e-21
1.45370000e+01 2.62982892e-21
1.45410000e+01 2.63824029e-21
1.45430000e+01 2.64245813e-21
1.45450000e+01 2.64665343e-21
1.45460000e+01 2.64875215e-21
1.45500000e+01 2.65714960e-21
1.45510000e+01 2.65925512e-21
1.45520000e+01 2.66136111e-21
1.45530000e+01 2.66346245e-21
1.45540000e+01 2.66555058e-21
1.45550000e+01 2.66763945e-21
1.45560000e+01 2.66972169e-21
1.45590000e+01 2.67597569e-21
1.45610000e+01 2.68015455e-21
1.45640000e+01 2.68643983e-21
1.45660000e+01 2.69064111e-21
1.45690000e+01 2.69696023e-21
1.45720000e+01 2.70329973e-21
1.45730000e+01 2.70540390e-21
1.45740000e+01 2.70749342e-21
1.45750000e+01 2.70958387e-21
1.45770000e+01 2.71375923e-21
1.45780000e+01 2.71584717e-21
1.45790000e+01 2.71793697e-21
1.45800000e+01 2.72002887e-21
1.45810000e+01 2.72212112e-21
1.45820000e+01 2.72421307e-21
1.45830000e+01 2.72630055e-21
1.45850000e+01 2.73047869e-21
1.45870000e+01 2.73466566e-21
1.45900000e+01 2.74096358e-21
1.45920000e+01 2.74517290e-21
1.45930000e+01 2.74727854e-21
1.45960000e+01 2.75360770e-21
1.45980000e+01 2.75783927e-21
1.45990000e+01 2.75995624e-21
1.46000000e+01 2.76207541e-21
1.46010000e+01 2.76419659e-21
1.46020000e+01 2.76631462e-21
1.46030000e+01 2.76841677e-21
1.46040000e+01 2.77051689e-21
1.46050000e+01 2.77261890e-21
1.46060000e+01 2.77471740e-21
1.46070000e+01 2.77681824e-21
1.46080000e+01 2.77891737e-21
1.46110000e+01 2.78520020e-21
1.46130000e+01 2.78938484e-21
1.46140000e+01 2.79147768e-21
1.46150000e+01 2.79357222e-21
1.46170000e+01 2.79776686e-21
1.46180000e+01 2.79986700e-21
1.46190000e+01 2.80196849e-21
1.46200000e+01 2.80407143e-21
1.46220000e+01 2.80828437e-21
1.46240000e+01 2.81248693e-21
1.46270000e+01 2.81880214e-21
1.46290000e+01 2.82302304e-21
1.46300000e+01 2.82512216e-21
1.46320000e+01 2.82932242e-21
1.46330000e+01 2.83141243e-21
1.46350000e+01 2.83559863e-21
1.46360000e+01 2.83769160e-21
1.46390000e+01 2.84397988e-21
1.46410000e+01 2.84818211e-21
1.46430000e+01 2.85238616e-21
1.46440000e+01 2.85449140e-21
1.46450000e+01 2.85659678e-21
1.46470000e+01 2.86081264e-21
1.46490000e+01 2.86503758e-21
1.46500000e+01 2.86715344e-21
1.46510000e+01 2.86926933e-21
1.46540000e+01 2.87560611e-21
1.46550000e+01 2.87772045e-21
1.46570000e+01 2.88195054e-21
1.46580000e+01 2.88406471e-21
1.46590000e+01 2.88617594e-21
1.46610000e+01 2.89040465e-21
1.46620000e+01 2.89252018e-21
1.46630000e+01 2.89463385e-21
1.46660000e+01 2.90096113e-21
1.46670000e+01 2.90307436e-21
1.46680000e+01 2.90518940e-21
1.46690000e+01 2.90730665e-21
1.46710000e+01 2.91154069e-21
1.46730000e+01 2.91575617e-21
1.46740000e+01 2.91786451e-21
1.46750000e+01 2.91996202e-21
1.46760000e+01 2.92205911e-21
1.46770000e+01 2.92415077e-21
1.46780000e+01 2.92624346e-21
1.46800000e+01 2.93043267e-21
1.46840000e+01 2.93883056e-21
1.46850000e+01 2.94093506e-21
1.46860000e+01 2.94304004e-21
1.46870000e+01 2.94514683e-21
1.46900000e+01 2.95144538e-21
1.46920000e+01 2.95565153e-21
1.46930000e+01 2.95775486e-21
1.46940000e+01 2.95985636e-21
1.46960000e+01 2.96403914e-21
1.46980000e+01 2.96821841e-21
1.46990000e+01 2.97030995e-21
1.47020000e+01 2.97659236e-21
1.47030000e+01 2.97868452e-21
1.47040000e+01 2.98077752e-21
1.47060000e+01 2.98496790e-21
1.47070000e+01 2.98706379e-21
1.47120000e+01 2.99756142e-21
1.47130000e+01 2.99966693e-21
1.47150000e+01 3.00387564e-21
1.47170000e+01 3.00809201e-21
1.47180000e+01 3.01019828e-21
1.47200000e+01 3.01440927e-21
1.47210000e+01 3.01651743e-21
1.47220000e+01 3.01862377e-21
1.47240000e+01 3.02283770e-21
1.47250000e+01 3.02494716e-21
1.47260000e+01 3.02705606e-21
1.47280000e+01 3.03125557e-21
1.47290000e+01 3.03335472e-21
1.47320000e+01 3.03966247e-21
1.47330000e+01 3.04176815e-21
1.47380000e+01 3.05229141e-21
1.47400000e+01 3.05651087e-21
1.47410000e+01 3.05862250e-21
1.47420000e+01 3.06072992e-21
1.47430000e+01 3.06283776e-21
1.47450000e+01 3.06705927e-21
1.47460000e+01 3.06916773e-21
1.47470000e+01 3.07127815e-21
1.47480000e+01 3.07337717e-21
1.47490000e+01 3.07547581e-21
1.47500000e+01 3.07757585e-21
1.47510000e+01 3.07967732e-21
1.47520000e+01 3.08177937e-21
1.47540000e+01 3.08598536e-21
1.47550000e+01 3.08808435e-21
1.47570000e+01 3.09228707e-21
1.47590000e+01 3.09649416e-21
1.47640000e+01 3.10702326e-21
1.47650000e+01 3.10913482e-21
1.47660000e+01 3.11124104e-21
1.47690000e+01 3.11756843e-21
1.47700000e+01 3.11968120e-21
1.47710000e+01 3.12179470e-21
1.47730000e+01 3.12601248e-21
1.47740000e+01 3.12812207e-21
1.47750000e+01 3.13022764e-21
1.47760000e+01 3.13233473e-21
1.47780000e+01 3.13654522e-21
1.47800000e+01 3.14075426e-21
1.47810000e+01 3.14285934e-21
1.47830000e+01 3.14706016e-21
1.47920000e+01 3.16604215e-21
1.47950000e+01 3.17238930e-21
1.47980000e+01 3.17875283e-21
1.47990000e+01 3.18087526e-21
1.48010000e+01 3.18512204e-21
1.48020000e+01 3.18724478e-21
1.48030000e+01 3.18936804e-21
1.48060000e+01 3.19574512e-21
1.48070000e+01 3.19787081e-21
1.48080000e+01 3.19999784e-21
1.48090000e+01 3.20211984e-21
1.48110000e+01 3.20633909e-21
1.48120000e+01 3.20845062e-21
1.48140000e+01 3.21267659e-21
1.48170000e+01 3.21902578e-21
1.48180000e+01 3.22114062e-21
1.48200000e+01 3.22537401e-21
1.48220000e+01 3.22961463e-21
1.48240000e+01 3.23386238e-21
1.48250000e+01 3.23598749e-21
1.48280000e+01 3.24233380e-21
1.48290000e+01 3.24444816e-21
1.48300000e+01 3.24656307e-21
1.48310000e+01 3.24867876e-21
1.48320000e+01 3.25079002e-21
1.48350000e+01 3.25713338e-21
1.48360000e+01 3.25925036e-21
1.48370000e+01 3.26136297e-21
1.48390000e+01 3.26559306e-21
1.48400000e+01 3.26771073e-21
1.48410000e+01 3.26982791e-21
1.48430000e+01 3.27404732e-21
1.48440000e+01 3.27615619e-21
1.48460000e+01 3.28037566e-21
1.48480000e+01 3.28459773e-21
1.48490000e+01 3.28671006e-21
1.48510000e+01 3.29093969e-21
1.48560000e+01 3.30152449e-21
1.48580000e+01 3.30576679e-21
1.48590000e+01 3.30788915e-21
1.48600000e+01 3.31000183e-21
1.48610000e+01 3.31211624e-21
1.48620000e+01 3.31423154e-21
1.48630000e+01 3.31634735e-21
1.48640000e+01 3.31846452e-21
1.48650000e+01 3.32057120e-21
1.48670000e+01 3.32478653e-21
1.48680000e+01 3.32689505e-21
1.48690000e+01 3.32900395e-21
1.48710000e+01 3.33322653e-21
1.48740000e+01 3.33957218e-21
1.48750000e+01 3.34168746e-21
1.48760000e+01 3.34379996e-21
1.48770000e+01 3.34591318e-21
1.48780000e+01 3.34802803e-21
1.48790000e+01 3.35013718e-21
1.48830000e+01 3.35859076e-21
1.48840000e+01 3.36070835e-21
1.48860000e+01 3.36494010e-21
1.48870000e+01 3.36705762e-21
1.48880000e+01 3.36917612e-21
1.48890000e+01 3.37129390e-21
1.48900000e+01 3.37341328e-21
1.48910000e+01 3.37552913e-21
1.48930000e+01 3.37976332e-21
1.48940000e+01 3.38187666e-21
1.48950000e+01 3.38398629e-21
1.48980000e+01 3.39032424e-21
1.49000000e+01 3.39453593e-21
1.49010000e+01 3.39664427e-21
1.49030000e+01 3.40086578e-21
1.49050000e+01 3.40509264e-21
1.49070000e+01 3.40932594e-21
1.49080000e+01 3.41144185e-21
1.49100000e+01 3.41567658e-21
1.49120000e+01 3.41991372e-21
1.49130000e+01 3.42203453e-21
1.49150000e+01 3.42627104e-21
1.49160000e+01 3.42839137e-21
1.49200000e+01 3.43688622e-21
1.49210000e+01 3.43901335e-21
1.49220000e+01 3.44114132e-21
1.49230000e+01 3.44326517e-21
1.49250000e+01 3.44751540e-21
1.49260000e+01 3.44963993e-21
1.49270000e+01 3.45176568e-21
1.49290000e+01 3.45602023e-21
1.49300000e+01 3.45813841e-21
1.49310000e+01 3.46025513e-21
1.49320000e+01 3.46237330e-21
1.49330000e+01 3.46449240e-21
1.49340000e+01 3.46661111e-21
1.49350000e+01 3.46873140e-21
1.49380000e+01 3.47509989e-21
1.49400000e+01 3.47935352e-21
1.49410000e+01 3.48147290e-21
1.49420000e+01 3.48359279e-21
1.49430000e+01 3.48570896e-21
1.49440000e+01 3.48782467e-21
1.49460000e+01 3.49205913e-21
1.49490000e+01 3.49841665e-21
1.49520000e+01 3.50475757e-21
1.49540000e+01 3.50898715e-21
1.49570000e+01 3.51534048e-21
1.49580000e+01 3.51746137e-21
1.49590000e+01 3.51958098e-21
1.49610000e+01 3.52382209e-21
1.49620000e+01 3.52594460e-21
1.49630000e+01 3.52806573e-21
1.49640000e+01 3.53018724e-21
1.49650000e+01 3.53223257e-21
1.49680000e+01 3.53832989e-21
1.49710000e+01 3.54441950e-21
1.49720000e+01 3.54645122e-21
1.49740000e+01 3.55051341e-21
1.49760000e+01 3.55449736e-21
1.49770000e+01 3.55649139e-21
1.49780000e+01 3.55848270e-21
1.49790000e+01 3.56047449e-21
1.49800000e+01 3.56246565e-21
1.49820000e+01 3.56644939e-21
1.49830000e+01 3.56843126e-21
1.49850000e+01 3.57236878e-21
1.49870000e+01 3.57631155e-21
1.49890000e+01 3.58025922e-21
1.49900000e+01 3.58221342e-21
1.49910000e+01 3.58416620e-21
1.49930000e+01 3.58805384e-21
1.49940000e+01 3.58999705e-21
1.49960000e+01 3.59388893e-21
1.50020000e+01 3.60551457e-21
1.50040000e+01 3.60914500e-21
1.50050000e+01 3.61093922e-21
1.50060000e+01 3.61273457e-21
1.50070000e+01 3.61452891e-21
1.50080000e+01 3.61632413e-21
1.50090000e+01 3.61810205e-21
1.50120000e+01 3.62320995e-21
1.50130000e+01 3.62490728e-21
1.50150000e+01 3.62828246e-21
1.50160000e+01 3.62997064e-21
1.50180000e+01 3.63334974e-21
1.50200000e+01 3.63673258e-21
1.50210000e+01 3.63841207e-21
1.50230000e+01 3.64174031e-21
1.50240000e+01 3.64340572e-21
1.50250000e+01 3.64506599e-21
1.50270000e+01 3.64838853e-21
1.50290000e+01 3.65171422e-21
1.50330000e+01 3.65836103e-21
1.50350000e+01 3.66168472e-21
1.50370000e+01 3.66501172e-21
1.50390000e+01 3.66834271e-21
1.50400000e+01 3.67000380e-21
1.50410000e+01 3.67162094e-21
1.50420000e+01 3.67321674e-21
1.50430000e+01 3.67481302e-21
1.50440000e+01 3.67640944e-21
1.50480000e+01 3.68277064e-21
1.50510000e+01 3.68754965e-21
1.50520000e+01 3.68914423e-21
1.50530000e+01 3.69073970e-21
1.50540000e+01 3.69233500e-21
1.50570000e+01 3.69712622e-21
1.50580000e+01 3.69872479e-21
1.50600000e+01 3.70191967e-21
1.50630000e+01 3.70671720e-21
1.50640000e+01 3.70831142e-21
1.50650000e+01 3.70990442e-21
1.50660000e+01 3.71149636e-21
1.50680000e+01 3.71468144e-21
1.50700000e+01 3.71786939e-21
1.50710000e+01 3.71946364e-21
1.50720000e+01 3.72105842e-21
1.50750000e+01 3.72584316e-21
1.50760000e+01 3.72743974e-21
1.50770000e+01 3.72903351e-21
1.50780000e+01 3.73062478e-21
1.50800000e+01 3.73379595e-21
1.50810000e+01 3.73537978e-21
1.50850000e+01 3.74172236e-21
1.50880000e+01 3.74648711e-21
1.50890000e+01 3.74807698e-21
1.50910000e+01 3.75125661e-21
1.50930000e+01 3.75443852e-21
1.50940000e+01 3.75603039e-21
1.50960000e+01 3.75920919e-21
1.50970000e+01 3.76079610e-21
1.50980000e+01 3.76238397e-21
1.50990000e+01 3.76397142e-21
1.51000000e+01 3.76555971e-21
1.51010000e+01 3.76714880e-21
1.51030000e+01 3.77032756e-21
1.51090000e+01 3.77987983e-21
1.51100000e+01 3.78147395e-21
1.51110000e+01 3.78306687e-21
1.51120000e+01 3.78466045e-21
1.51130000e+01 3.78625477e-21
1.51140000e+01 3.78784985e-21
1.51150000e+01 3.78944365e-21
1.51160000e+01 3.79103744e-21
1.51170000e+01 3.79262715e-21
1.51190000e+01 3.79580680e-21
1.51200000e+01 3.79739699e-21
1.51210000e+01 3.79898728e-21
1.51220000e+01 3.80057736e-21
1.51240000e+01 3.80375994e-21
1.51280000e+01 3.81013534e-21
1.51290000e+01 3.81172956e-21
1.51310000e+01 3.81491938e-21
1.51320000e+01 3.81651523e-21
1.51330000e+01 3.81811182e-21
1.51340000e+01 3.81970729e-21
1.51350000e+01 3.82130260e-21
1.51360000e+01 3.82289871e-21
1.51390000e+01 3.82769023e-21
1.51400000e+01 3.82928913e-21
1.51420000e+01 3.83248621e-21
1.51430000e+01 3.83408502e-21
1.51440000e+01 3.83568389e-21
1.51460000e+01 3.83888406e-21
1.51480000e+01 3.84208728e-21
1.51490000e+01 3.84368925e-21
1.51500000e+01 3.84529185e-21
1.51510000e+01 3.84689410e-21
1.51520000e+01 3.84849712e-21
1.51530000e+01 3.85010090e-21
1.51540000e+01 3.85170550e-21
1.51550000e+01 3.85330817e-21
1.51560000e+01 3.85490626e-21
1.51620000e+01 3.86450093e-21
1.51640000e+01 3.86770510e-21
1.51660000e+01 3.87090788e-21
1.51680000e+01 3.87411178e-21
1.51690000e+01 3.87570900e-21
1.51700000e+01 3.87730471e-21
1.51710000e+01 3.87890116e-21
1.51720000e+01 3.88049842e-21
1.51730000e+01 3.88209638e-21
1.51750000e+01 3.88529275e-21
1.51760000e+01 3.88688866e-21
1.51770000e+01 3.88848545e-21
1.51830000e+01 3.89808126e-21
1.51870000e+01 3.90449356e-21
1.51880000e+01 3.90609872e-21
1.51890000e+01 3.90770344e-21
1.51900000e+01 3.90930888e-21
1.51910000e+01 3.91091445e-21
1.51920000e+01 3.91252054e-21
1.51930000e+01 3.91412350e-21
1.51940000e+01 3.91572725e-21
1.51950000e+01 3.91732701e-21
1.51970000e+01 3.92051984e-21
1.51990000e+01 3.92371462e-21
1.52000000e+01 3.92531169e-21
1.52010000e+01 3.92690788e-21
1.52020000e+01 3.92850471e-21
1.52030000e+01 3.93009934e-21
1.52060000e+01 3.93488625e-21
1.52070000e+01 3.93648354e-21
1.52080000e+01 3.93808122e-21
1.52090000e+01 3.93967970e-21
1.52110000e+01 3.94287245e-21
1.52130000e+01 3.94606847e-21
1.52160000e+01 3.95086838e-21
1.52180000e+01 3.95406990e-21
1.52190000e+01 3.95567107e-21
1.52210000e+01 3.95887483e-21
1.52240000e+01 3.96368158e-21
1.52250000e+01 3.96528552e-21
1.52260000e+01 3.96689011e-21
1.52270000e+01 3.96849403e-21
1.52280000e+01 3.97009878e-21
1.52290000e+01 3.97170425e-21
1.52310000e+01 3.97491412e-21
1.52320000e+01 3.97651977e-21
1.52340000e+01 3.97973277e-21
1.52350000e+01 3.98133890e-21
1.52360000e+01 3.98293867e-21
1.52370000e+01 3.98453874e-21
1.52380000e+01 3.98613950e-21
1.52390000e+01 3.98773947e-21
1.52410000e+01 3.99094149e-21
1.52430000e+01 3.99414576e-21
1.52440000e+01 3.99574730e-21
1.52450000e+01 3.99734608e-21
1.52460000e+01 3.99894532e-21
1.52470000e+01 4.00054536e-21
1.52500000e+01 4.00534867e-21
1.52510000e+01 4.00694940e-21
1.52520000e+01 4.00854999e-21
1.52540000e+01 4.01175336e-21
1.52560000e+01 4.01495832e-21
1.52570000e+01 4.01656196e-21
1.52580000e+01 4.01816588e-21
1.52610000e+01 4.02298250e-21
1.52620000e+01 4.02458970e-21
1.52640000e+01 4.02780630e-21
1.52650000e+01 4.02941548e-21
1.52660000e+01 4.03102403e-21
1.52700000e+01 4.03746574e-21
1.52710000e+01 4.03907495e-21
1.52720000e+01 4.04068499e-21
1.52740000e+01 4.04390756e-21
1.52750000e+01 4.04551179e-21
1.52760000e+01 4.04711602e-21
1.52770000e+01 4.04871915e-21
1.52780000e+01 4.05032364e-21
1.52790000e+01 4.05192886e-21
1.52800000e+01 4.05352994e-21
1.52810000e+01 4.05513147e-21
1.52850000e+01 4.06153922e-21
1.52860000e+01 4.06314301e-21
1.52910000e+01 4.07117403e-21
1.52930000e+01 4.07439147e-21
1.52940000e+01 4.07600091e-21
1.52950000e+01 4.07761104e-21
1.52960000e+01 4.07922180e-21
1.52980000e+01 4.08244441e-21
1.52990000e+01 4.08405333e-21
1.53000000e+01 4.08566010e-21
1.53010000e+01 4.08726766e-21
1.53030000e+01 4.09048390e-21
1.53040000e+01 4.09209203e-21
1.53050000e+01 4.09369983e-21
1.53060000e+01 4.09530840e-21
1.53070000e+01 4.09691746e-21
1.53090000e+01 4.10013797e-21
1.53100000e+01 4.10174944e-21
1.53120000e+01 4.10497490e-21
1.53140000e+01 4.10819984e-21
1.53150000e+01 4.10981329e-21
1.53160000e+01 4.11142335e-21
1.53180000e+01 4.11464299e-21
1.53190000e+01 4.11625367e-21
1.53200000e+01 4.11786517e-21
1.53210000e+01 4.11947707e-21
1.53220000e+01 4.12108659e-21
1.53250000e+01 4.12591781e-21
1.53270000e+01 4.12914259e-21
1.53280000e+01 4.13075614e-21
1.53310000e+01 4.13559899e-21
1.53330000e+01 4.13882988e-21
1.53340000e+01 4.14044652e-21
1.53350000e+01 4.14206314e-21
1.53360000e+01 4.14367885e-21
1.53370000e+01 4.14529531e-21
1.53380000e+01 4.14691198e-21
1.53400000e+01 4.15014737e-21
1.53420000e+01 4.15338559e-21
1.53430000e+01 4.15500426e-21
1.53440000e+01 4.15662372e-21
1.53450000e+01 4.15824391e-21
1.53460000e+01 4.15986473e-21
1.53470000e+01 4.16148619e-21
1.53480000e+01 4.16310662e-21
1.53500000e+01 4.16634946e-21
1.53510000e+01 4.16796661e-21
1.53520000e+01 4.16958445e-21
1.53530000e+01 4.17120222e-21
1.53540000e+01 4.17282061e-21
1.53560000e+01 4.17605619e-21
1.53580000e+01 4.17929198e-21
1.53590000e+01 4.18090982e-21
1.53610000e+01 4.18414479e-21
1.53620000e+01 4.18575688e-21
1.53630000e+01 4.18736905e-21
1.53660000e+01 4.19220972e-21
1.53670000e+01 4.19382395e-21
1.53680000e+01 4.19543895e-21
1.53690000e+01 4.19705196e-21
1.53700000e+01 4.19866465e-21
1.53720000e+01 4.20189234e-21
1.53730000e+01 4.20350704e-21
1.53740000e+01 4.20512232e-21
1.53750000e+01 4.20673684e-21
1.53770000e+01 4.20996783e-21
1.53790000e+01 4.21320194e-21
1.53800000e+01 4.21482006e-21
1.53810000e+01 4.21643898e-21
1.53830000e+01 4.21967868e-21
1.53840000e+01 4.22129961e-21
1.53860000e+01 4.22453958e-21
1.53870000e+01 4.22616088e-21
1.53880000e+01 4.22778166e-21
1.53890000e+01 4.22940315e-21
1.53900000e+01 4.23102170e-21
1.53910000e+01 4.23264076e-21
1.53920000e+01 4.23426031e-21
1.53930000e+01 4.23588076e-21
1.53940000e+01 4.23750195e-21
1.53950000e+01 4.23912364e-21
1.53970000e+01 4.24236884e-21
1.53980000e+01 4.24399084e-21
1.53990000e+01 4.24561363e-21
1.54000000e+01 4.24722993e-21
1.54010000e+01 4.24883927e-21
1.54040000e+01 4.25367198e-21
1.54050000e+01 4.25528444e-21
1.54080000e+01 4.26012308e-21
1.54090000e+01 4.26173670e-21
1.54100000e+01 4.26334783e-21
1.54110000e+01 4.26495947e-21
1.54130000e+01 4.26818388e-21
1.54140000e+01 4.26979725e-21
1.54150000e+01 4.27141137e-21
1.54160000e+01 4.27302621e-21
1.54170000e+01 4.27464126e-21
1.54190000e+01 4.27787368e-21
1.54200000e+01 4.27949098e-21
1.54210000e+01 4.28110877e-21
1.54230000e+01 4.28434645e-21
1.54260000e+01 4.28920877e-21
1.54270000e+01 4.29083058e-21
1.54280000e+01 4.29245024e-21
1.54300000e+01 4.29568993e-21
1.54320000e+01 4.29893111e-21
1.54340000e+01 4.30217536e-21
1.54350000e+01 4.30379580e-21
1.54360000e+01 4.30541690e-21
1.54380000e+01 4.30866136e-21
1.54390000e+01 4.31028224e-21
1.54410000e+01 4.31352091e-21
1.54420000e+01 4.31514122e-21
1.54440000e+01 4.31838286e-21
1.54450000e+01 4.32000277e-21
1.54460000e+01 4.32162170e-21
1.54470000e+01 4.32324129e-21
1.54480000e+01 4.32486004e-21
1.54490000e+01 4.32647799e-21
1.54500000e+01 4.32809295e-21
1.54530000e+01 4.33294238e-21
1.54540000e+01 4.33455995e-21
1.54550000e+01 4.33617741e-21
1.54560000e+01 4.33779566e-21
1.54590000e+01 4.34265475e-21
1.54600000e+01 4.34427577e-21
1.54610000e+01 4.34589737e-21
1.54640000e+01 4.35076524e-21
1.54660000e+01 4.35400952e-21
1.54680000e+01 4.35725478e-21
1.54690000e+01 4.35887836e-21
1.54700000e+01 4.36050270e-21
1.54750000e+01 4.36863239e-21
1.54760000e+01 4.37026003e-21
1.54790000e+01 4.37513225e-21
1.54810000e+01 4.37837661e-21
1.54820000e+01 4.37999949e-21
1.54830000e+01 4.38162295e-21
1.54840000e+01 4.38324698e-21
1.54860000e+01 4.38649343e-21
1.54880000e+01 4.38974202e-21
1.54920000e+01 4.39623183e-21
1.54930000e+01 4.39785607e-21
1.54940000e+01 4.39948106e-21
1.54960000e+01 4.40272728e-21
1.54970000e+01 4.40435028e-21
1.54980000e+01 4.40597403e-21
1.54990000e+01 4.40759839e-21
1.55000000e+01 4.40922351e-21
1.55020000e+01 4.41247254e-21
